7,27
37,52
26,57
1,12
11,28
23,21
40,47
41,59
63,44
1,23
15,7
33,61
1,4
9,36
21,5
36,3
13,11
13,5
15,15
3,27
46,43
0,23
62,69
12,1
20,57
63,40
15,20
62,35
29,42
45,45
30,63
17,22
3,31
69,65
0,1
43,64
8,21
11,17
32,63
49,44
27,66
57,41
20,27
25,11
13,57
9,17
17,6
49,62
63,37
15,30
64,67
12,7
5,17
33,40
43,51
69,27
3,25
15,3
49,51
44,59
50,39
6,23
27,40
49,31
59,59
17,27
33,14
25,21
55,43
39,67
57,64
15,0
39,43
20,19
13,19
29,44
2,23
17,57
1,27
5,9
45,44
1,9
55,69
65,25
35,41
5,16
47,66
13,18
45,62
69,48
6,27
21,58
9,1
1,29
49,58
51,49
53,54
21,29
13,16
67,30
25,12
59,27
21,9
45,47
46,39
57,53
47,36
11,20
45,39
5,2
50,69
21,1
32,9
65,24
65,65
58,23
17,10
41,67
65,48
62,49
65,23
19,17
13,17
34,61
51,69
49,39
65,56
50,65
39,8
17,16
8,19
53,44
14,27
61,55
41,45
60,67
5,11
21,0
4,3
53,48
11,16
13,10
3,9
13,29
4,15
67,35
65,49
67,37
65,42
69,61
44,53
19,25
66,67
67,50
52,53
58,69
59,56
1,11
23,49
51,42
51,64
10,17
15,24
65,45
29,63
57,35
69,43
11,26
55,27
56,61
53,49
30,41
51,53
27,57
67,47
43,65
54,67
15,31
9,22
7,4
45,67
59,25
31,67
33,43
69,32
63,25
63,55
23,55
7,35
3,12
51,39
35,60
58,67
5,21
70,43
39,41
21,23
65,62
48,61
13,33
3,5
5,25
64,51
25,65
10,11
19,21
13,13
27,62
48,45
63,63
19,55
45,53
10,3
62,43
11,3
67,63
40,67
20,25
11,5
59,69
19,26
67,28
67,51
27,42
61,58
46,49
33,7
66,69
53,62
27,63
36,43
37,43
67,46
16,15
20,53
63,61
55,53
54,65
23,16
21,16
52,67
15,29
63,51
4,7
34,43
3,4
34,69
3,23
47,50
7,12
6,3
69,53
3,26
13,26
58,33
15,12
57,61
17,18
20,11
2,7
5,8
69,40
23,65
37,68
25,45
25,69
15,57
59,54
22,11
61,61
63,43
17,7
45,52
24,53
68,63
18,23
36,35
41,41
11,8
57,37
45,58
19,5
52,43
21,15
15,11
63,68
41,39
57,57
16,27
1,1
13,27
55,59
48,53
35,42
7,17
67,29
56,67
55,45
69,69
60,53
54,47
52,51
23,3
23,67
45,63
22,25
3,20
15,19
41,43
65,63
59,70
58,59
0,27
61,57
43,45
64,61
25,53
61,62
11,1
50,41
63,57
5,13
8,37
55,61
49,63
16,5
33,62
29,68
3,15
37,45
17,15
21,57
16,53
44,61
9,19
43,68
57,36
41,69
54,41
18,13
62,55
22,67
6,19
27,61
42,41
63,34
61,60
21,67
63,27
43,49
1,3
27,3
11,14
13,7
63,67
14,21
57,49
61,24
45,65
54,63
64,65
47,68
61,67
50,37
7,20
18,29
12,33
57,33
62,51
53,57
14,3
61,47
41,66
27,69
27,68
5,29
43,37
38,51
5,3
47,48
45,37
57,56
67,65
33,59
45,46
39,45
67,42
59,26
69,35
49,68
49,67
41,64
9,29
13,23
11,33
45,41
63,41
60,57
16,9
54,51
1,20
64,57
65,67
18,17
11,35
15,5
37,66
7,5
51,47
23,60
3,10
49,53
44,39
67,39
50,51
53,40
55,65
69,45
15,25
21,63
17,11
22,55
68,45
64,37
23,22
7,23
7,7
55,51
15,17
31,68
1,14
53,41
63,65
40,43
62,37
42,45
55,67
14,17
32,59
69,36
17,19
51,67
53,70
19,9
61,23
67,44
68,29
3,19
61,59
47,65
23,27
16,29
25,68
23,69
19,14
25,49
55,63
27,41
29,13
22,13
62,25
49,61
15,2
44,49
53,61
54,27
47,60
29,70
41,44
26,53
18,61
14,33
50,47
43,48
25,15
59,64
65,34
43,61
59,55
7,30
37,47
67,69
52,49
67,43
28,25
7,25
37,39
1,8
15,60
59,65
12,31
20,15
4,13
63,54
21,6
15,1
70,27
58,53
45,51
23,53
69,31
68,49
1,5
11,2
27,55
13,24
59,49
65,59
13,9
61,33
43,67
61,37
59,66
25,67
44,65
3,17
18,11
70,69
13,4
37,55
15,13
5,15
66,23
65,41
43,63
49,54
23,14
22,53
9,11
49,38
7,13
17,26
3,3
27,65
39,47
5,18
69,37
9,15
31,60
65,60
22,3
25,57
54,57
47,39
66,65
1,7
37,46
41,51
47,69
51,31
14,11
17,9
7,8
47,47
25,51
3,11
56,33
67,49
69,67
17,25
21,55
21,17
19,54
45,34
9,3
11,31
11,7
49,43
58,61
47,46
45,42
21,24
61,51
55,42
45,56
69,42
20,21
17,3
59,63
59,45
5,30
9,24
67,25
47,53
13,14
21,19
69,39
24,59
25,61
25,54
68,67
63,64
33,41
27,67
37,65
12,23
24,67
49,49
46,63
6,11
35,69
10,5
43,41
17,29
52,39
39,59
66,63
23,15
1,13
39,69
56,63
65,39
9,30
1,10
65,58
59,50
9,33
50,59
3,18
45,35
7,3
25,20
48,65
65,26
63,47
15,8
55,44
35,54
51,51
10,13
49,59
47,59
17,13
31,69
34,67
19,1
41,49
29,59
11,9
31,57
59,60
57,65
61,56
67,40
53,65
69,38
52,63
49,42
51,63
46,55
65,61
19,13
33,69
53,53
53,45
5,6
43,69
10,31
55,52
65,28
41,38
31,44
40,61
5,22
52,69
49,56
8,13
25,59
7,26
17,53
7,1
47,67
14,31
9,23
41,58
38,67
21,22
63,59
27,58
53,67
11,23
23,20
31,65
47,64
46,59
4,23
51,65
51,45
67,38
21,3
65,50
50,53
62,47
10,25
56,39
63,46
7,11
5,1
53,63
25,56
55,46
61,65
56,41
59,57
69,47
16,13
56,55
37,61
13,1
43,43
23,9
17,24
19,28
7,21
31,63
18,1
23,62
53,59
46,69
11,27
21,25
63,49
19,11
23,18
52,55
15,21
13,6
57,63
35,55
57,69
31,55
20,3
15,33
69,59
62,65
31,43
67,57
13,25
63,53
62,59
24,63
65,29
18,55
22,19
65,55
39,40
25,4
5,10
7,15
67,36
9,28
70,63
33,52
21,53
41,53
2,5
17,5
42,69
65,53
38,63
47,55
44,69
63,48
65,51
9,13
63,30
65,69
59,41
61,49
69,41
65,35
2,1
47,51
13,21
63,35
57,58
48,39
43,55
45,49
42,51
36,69
8,15
31,61
48,57
16,19
31,51
21,12
19,29
25,10
27,59
10,33
2,17
5,19
45,40
53,60
19,19
12,19
45,54
39,56
55,49
68,25
19,23
11,34
45,59
7,31
5,7
68,33
36,55
51,41
49,47
24,51
65,54
8,25
3,1
55,57
19,57
61,69
29,41
23,61
45,43
7,9
67,52
53,66
43,54
15,56
52,45
67,41
41,63
66,47
17,21
57,67
51,60
64,39
14,7
43,36
42,65
6,15
31,66
25,70
53,51
59,67
63,23
47,63
49,65
51,61
13,15
52,57
53,47
15,58
23,19
51,59
19,56
32,41
21,10
27,21
47,41
51,46
49,57
46,37
61,25
8,3
39,61
69,29
43,38
43,47
25,64
21,61
0,19
41,56
47,42
9,35
4,21
25,66
39,38
19,18
69,30
27,60
61,27
52,37
49,45
59,51
67,45
26,61
45,61
59,47
27,15
57,52
30,65
50,49
41,62
39,42
37,41
53,43
59,38
23,23
61,53
10,19
15,27
23,58
25,55
8,1
17,55
11,13
44,45
13,28
47,43
23,57
29,61
23,59
45,69
59,28
5,5
18,5
17,2
11,19
63,52
8,33
55,58
69,33
62,67
53,55
11,11
68,57
23,17
10,39
58,49
29,67
13,35
23,25
17,1
11,25
50,35
51,57
13,3
25,63
49,50
7,33
23,56
33,24
44,67
16,57
35,43
15,9
21,21
43,42
47,57
3,36
11,4
62,27
12,11
38,43
49,41
7,0
19,8
28,59
47,52
29,69
1,16
3,7
35,67
8,27
51,55
66,27
53,69
51,43
49,55
11,21
7,6
40,45
68,65
42,61
54,59
50,33
59,23
57,39
19,15
38,39
1,15
37,69
13,22
11,29
61,43
28,63
30,61
68,69
8,17
43,56
55,55
56,53
3,21
29,65
39,70
67,27
13,12
54,55
65,33
31,41
9,10
55,47
32,69
69,63
11,15
24,9
9,31
59,62
5,24
57,51
1,17
57,55
47,45
39,63
47,61
20,59
60,49
28,65
19,51
1,19
67,34
13,31
63,33
67,67
3,14
55,68
21,13
32,53
21,31
27,54
51,33
8,9
1,44
38,27
43,31
42,13
23,40
17,46
20,47
25,13
30,33
23,2
41,50
45,57
31,24
69,23
33,5
43,39
39,57
50,3
59,18
37,23
55,13
45,55
65,19
25,17
61,17
19,7
6,53
14,69
2,39
70,11
68,5
53,16
30,37
34,23
51,27
47,7
54,13
11,47
7,47
15,59
39,64
45,14
58,25
49,69
69,57
58,29
4,53
37,36
21,43
5,41
57,24
37,2
49,19
57,59
13,37
18,39
33,49
23,48
47,37
10,45
43,18
53,3
22,41
17,39
39,3
9,40
4,47
31,17
61,8
24,39
24,49
1,67
22,65
39,13
33,15
29,34
19,31
11,49
27,44
19,41
38,15
65,31
13,56
47,14
33,18
15,63
1,21
33,19
41,4
47,21
15,53
60,33
33,63
59,16
21,39
35,39
39,39
39,25
29,2
57,18
25,31
47,25
65,43
17,41
29,4
61,3
9,5
21,35
47,29
59,13
6,69
24,29
33,46
65,1
28,17
1,42
29,55
45,10
67,1
63,10
66,53
39,34
37,9
40,11
67,61
11,61
31,37
9,6
5,27
5,67
20,41
14,63
42,1
19,33
33,1
9,21
41,32
15,23
35,35
55,28
35,19
45,17
23,29
15,69
68,21
25,5
5,36
12,69
15,46
61,6
3,49
60,11
11,38
31,8
51,23
22,35
63,13
27,48
4,39
27,17
51,3
68,17
23,4
15,61
27,27
36,29
5,47
16,33
3,55
1,56
56,11
37,19
